element	proportion	n_records
reach_denominator_reported	0.19245283018867926	530
uptake_n_reported	0.2320754716981132	530
uptake_pct_reported	0.22075471698113208	530
assay_type_reported	0.3849056603773585	530
triage_pathway_reported	0.7981132075471699	530
followup_support_reported	0.1641509433962264	530
followup_referral_mentioned	0.47358490566037736	530
followup_completion_reported	0.07924528301886792	530
followup_completion_pct_reported	0.07735849056603773	530
