element	proportion	n_records
reach_denominator_reported	0.2185089974293059	389
uptake_n_reported	0.2647814910025707	389
uptake_pct_reported	0.2544987146529563	389
assay_type_reported	0.40102827763496146	389
triage_pathway_reported	0.8431876606683805	389
followup_support_reported	0.1928020565552699	389
followup_referral_mentioned	0.6426735218508998	389
followup_completion_reported	0.10796915167095116	389
followup_completion_pct_reported	0.10539845758354756	389
